Date,Banque,Libellé,Montant,Tag,Type
"2024""/04/""29",CMB,Salaire Arkea,2066.03€,salaire
"2024""/04/""26",CMB,Compte Commun,2000.00€,caché
"2024""/04/""25",CMB,Vers compte commun,-500.00€,caché
"2024""/04/""25",CMB,Compte Commun,4000.00€,caché
"2024""/04/""13",CMB,Orijinal Pide,-15.20€,fastfood
"2024""/04/""13",CMB,Orijinal Pide,-15.20€,fastfood
"2024""/04/""13",CMB,Roadside Brest,-9.00€,fastfood
"2024""/04/""12",CMB,La salon de Sabine,-22.50€,coiffeur
"2024""/04/""08",CMB,Macdo Brest,-40.35€,fastfood
"2024""/04/""08",CMB,Cotisation eurocompte,-1.89€,banque
"2024""/04/""08",CMB,Macdo Brest,-4.00€,fastfood
"2024""/04/""06",CMB,Vers compte commun,-700.00€,caché
"2024""/04/""04",CMB,Vers compte commun,-500.00€,caché
