Date,Banque,Libellé,Montant,Tag,Type
"2024""/12/""30",CMB,Basic Fit,-19.99€,sport
"2024""/12/""30",CMB,Vers compte commun,-1000.00€,caché
"2024""/12/""27",CMB,Mutuelle Génération,7.50€,santé,remboursement
"2024""/12/""23",CMB,Vers compte commun,-400.00€,caché
"2024""/12/""20",CMB,Vers compte commun,-1800.00€,caché
"2024""/12/""20",CMB,Salaire Arkea,3633.56€,salaire
"2024""/12/""09",CMB,"""VIR SCP BERTHOU-GENTRIC BOUSSER""",1482.17€,autre,remboursement
"2024""/12/""07",CMB,Cotisation eurocompte,-4.90€,banque
"2024""/12/""06",CMB,Vers compte commun,-600.00€,caché
"2024""/12/""06",CMB,Vers compte commun,-200.00€,caché
"2024""/12/""05",CMB,Assurrance prêt,-14.72€,loyer
"2024""/12/""05",CMB,Echeance prêt principal,-544.26€,loyer
"2024""/12/""05",CMB,Echeance prêt taux zéro,-127.79€,loyer
"2024""/12/""04",CMB,Mutuelle Génération,7.95€,santé,remboursement
"2024""/12/""02",CMB,Basic Fit,-19.99€,sport
"2024""/12/""01",CMB,Mensualité appel de fond Syndic,-89.20€,loyer
