Date,Banque,Libellé,Montant,Tag,Type
2022/04/28,LBP,MKM (Magic),-8.33€,magic
2022/04/28,LBP,MKM (Magic),-6.06€,magic
2022/04/28,LBP,Paypal : Paiement en 4X Matériel musique,-20.75€,matériel
2022/04/28,LBP,Paypal : Remboursement Guillaume,32.60€,magic, remboursement
2022/04/26,LBP,La poste mobile,-9.99€,abonnement
2022/04/26,LBP,Atelier Boulangerie,-8.00€,bouffe
2022/04/25,LBP,MKM (Magic),-50.00€,magic
2022/04/25,LBP,MKM (Magic),-38.33€,magic
2022/04/25,LBP,Deliveroo,-33.68€,restau
2022/04/25,LBP,Croc Jeux,-29.00€,culture
2022/04/25,LBP,Retrait,-20.00€,dab
2022/04/22,LBP,MKM (Magic),-213.13€,magic
2022/04/22,LBP,Virement Mika,80.00€,caché
2022/04/21,LBP,MKM (Magic),-26.80€,magic
2022/04/21,LBP,Laser Game Evolution (Brest),-15.00€,sortie
2022/04/21,LBP,Virement Maeliss,500.00€,caché
2022/04/19,LBP,MKM (Magic),-19.80€,magic
2022/04/19,LBP,Bouygues Telecom,-9.99€,abonnement
2022/04/19,LBP,Airbnb,-233.89€,vacances
2022/04/19,LBP,Airbnb,-230.37€,vacances
2022/04/19,LBP,Airbnb,-225.70€,vacances
2022/04/19,LBP,Airbnb,-175.42€,vacances
2022/04/19,LBP,Airbnb,-92.38€,vacances
2022/04/19,LBP,Leclerc,-86.20€,bouffe
2022/04/19,LBP,Passage désir,-84.15€,matériel
2022/04/19,LBP,Electro Dépot,-80.43€,matériel
2022/04/19,LBP,Magasin U,-53.55€,bouffe
2022/04/19,LBP,Les restos du coeur,-1.00€,don
2022/04/19,LBP,Virement Maeliss,200.00€,caché
2022/04/19,LBP,Virement Maeliss,400.00€,caché
2022/04/15,LBP,MKM (Magic),-13.74€,magic
2022/04/15,LBP,Commission paiement par carte,-1.04€,banque
2022/04/15,LBP,Kickstarter : Academic 133+,-45.34€,magic
2022/04/14,LBP,LDLC,-206.84€,matériel
2022/04/13,LBP,MKM (Magic),-54.19€,magic
2022/04/13,LBP,Géant,-64.25€,bouffe
2022/04/11,LBP,Virement aux parents maeliss pour assurrance,-52.00€,abonnement
2022/04/11,LBP,MKM (Magic),-10.24€,magic
2022/04/11,LBP,Roast It,-38.70€,restau
2022/04/11,LBP,Croc Jeux,-15.00€,culture
2022/04/11,LBP,Ludik Addict,-10.00€,culture
2022/04/08,LBP,Amnesty International,-7.00€,don
2022/04/08,LBP,Géant,-67.29€,bouffe,
2022/04/07,LBP,Arkéa,-100.00€,restau,
2022/04/06,LBP,Paiement Steph,-20.00€,cadeau,
2022/04/06,LBP,Leetchi,-10.00€,cadeau,
2022/04/06,LBP,Total Energie,-19.57€,abonnement,
2022/04/05,LBP,Frais Banque,-21.00€,banque,
2022/04/05,LBP,Total Energie,-13.00€,abonnement,
2022/04/05,LBP,Loyer (Mme Calvarin),-594.00€,loyer,
2022/04/05,LBP,Agios (remise ou pas),-1.50€,banque,
2022/04/05,LBP,Agios (remise ou pas),1.50€,banque,
2022/04/04,LBP,Keolis,-3.20€,transport,
2022/04/04,LBP,Magasin U,-42.49€,bouffe,
2022/04/04,LBP,MKM (Magic),-12.31€,magic,
2022/04/01,LBP,Bella Mamma,-38.40€,restau,
2022/04/01,LBP,MKM (Magic),-8.98€,magic,
