Date,Banque,Libellé,Montant,Tag,Type
2025/12/31,LBP,Virement Mika,-250.00€,caché
2025/12/31,LBP,Virement Lucas Bourneuf,-96.20€,autre
2025/12/30,LBP,Virement Mika,-300.00€,caché
2025/12/29,LBP,Engie,-149.94€,abonnement
2025/12/29,LBP,Deezer,-11.99€,abonnement
2025/12/29,LBP,Nintendo,-2.49€,culture
2025/12/29,LBP,Nintendo,-2.49€,culture
2025/12/29,LBP,Nintendo,-2.49€,culture
2025/12/26,LBP,Nintendo,-12.49€,culture
2025/12/24,LBP,Virement Maeliss,-1000.00€,caché
2025/12/22,LBP,EDF,-74.99€,abonnement
2025/12/22,LBP,Bouygues,-8.99€,abonnement
2025/12/22,LBP,900.care,-20.80€,bouffe
2025/12/22,LBP,900.care,-4.48€,bouffe
2025/12/22,LBP,Virement Mika,2500.00€,caché
2025/12/22,LBP,Virement CMB Siege (CSE),70.00€,autre,remboursement
2025/12/18,LBP,Machine à café Arkéa,-0.35€,bouffe
2025/12/18,LBP,Machine à café Arkéa,-0.35€,bouffe
2025/12/18,LBP,Machine à café Arkéa,-0.35€,bouffe
2025/12/18,LBP,Virement Maeliss,500.00€,caché
2025/12/16,LBP,Virement Mika,-100.00€,economies
2025/12/16,LBP,Pharmacie Relecq,-2.40€,santé
2025/12/16,LBP,Vinted,18.00€,culture,remboursement
2025/12/15,LBP,Virement Mika,-100.00€,economies
2025/12/15,LBP,Virement Maeliss,-100.00€,caché
2025/12/15,LBP,Bouygues,-32.99€,abonnement
2025/12/15,LBP,Magasin U,-105.25€,bouffe
2025/12/15,LBP,Manomano,-51.85€,matériel
2025/12/15,LBP,Boulangerie : Fournil de Pauline,-23.20€,bouffe
2025/12/15,LBP,Boulangerie : Fournil de Pauline,-21.40€,bouffe
2025/12/15,LBP,Pharmacie,-18.76€,santé
2025/12/15,LBP,Virement Maeliss,300.00€,caché
2025/12/12,LBP,Les vélos brestois,-80.00€,transport
2025/12/12,LBP,Carrefour,-3.37€,bouffe
2025/12/11,LBP,Ti Coop,-33.61€,bouffe
2025/12/11,LBP,SumUp,-8.00€,autre
2025/12/10,LBP,MKM (Magic),-2.69€,magic
2025/12/10,LBP,MKM (Magic),-3.11€,magic
2025/12/10,LBP,MKM (Magic),-2.85€,magic
2025/12/10,LBP,MKM (Magic),-4.28€,magic
2025/12/10,LBP,Générations (mutuelle),-76.54€,santé
2025/12/09,LBP,Arkéa,-100.00€,bouffe
2025/12/08,LBP,MKM (Magic),-1.94€,magic
2025/12/08,LBP,Carrefour,-221.44€,bouffe
2025/12/08,LBP,Macdo,-45.10€,fastfood
2025/12/08,LBP,Virement Maeliss,250.00€,caché
2025/12/05,LBP,CGT (Syndicat),-20.00€,abonnement
2025/12/05,LBP,Tickets concert,-167.65€,culture
2025/12/05,LBP,Mamamia,-20.00€,fastfood
2025/12/04,LBP,MKM (Magic),-33.89€,magic
2025/12/03,LBP,Virement Steph,-20.00€,cadeau
2025/12/02,LBP,Virement CMB Siege (CSE),-20.00€,autre
2025/12/02,LBP,Virement CMB Siege (CSE),-5.00€,autre
2025/12/02,LBP,Vinted,-23.89€,culture
2025/12/02,LBP,Magasin U,-10.03€,bouffe
2025/12/01,LBP,MKM (Magic),-7.79€,magic
2025/12/01,LBP,Magasin U,-112.00€,bouffe
2025/12/01,LBP,Leclerc web achat,-51.49€,culture
2025/12/01,LBP,Roadside,-8.50€,fastfood
2025/12/01,LBP,Virement Mika,1000.00€,caché
