Date,Banque,Libellé,Montant,Tag,Type
2022/08/31,LBP,Subway,-17.50€,restau
2022/08/31,LBP,Atelier Boulangerie,-5.20€,bouffe
2022/08/30,LBP,EDF,-36.96€,abonnement
2022/08/30,LBP,Achat Steam,-23.99€,culture
2022/08/30,LBP,Burger King,-21.90€,restau
2022/08/30,LBP,Paypal : Netflix,-8.99€,abonnement
2022/08/30,LBP,MKM,13.29€,magic,remboursement
2022/08/29,LBP,Dialogues (Librairie),-37.60€,culture
2022/08/29,LBP,Macdo,-14.80€,restau
2022/08/29,LBP,Macdo,-3.60€,restau
2022/08/29,LBP,Virement Maeliss,300.00€,caché
2022/08/24,LBP,La poste mobile,-9.99€,abonnement
2022/08/24,LBP,Magasin U,-58.10€,bouffe
2022/08/23,LBP,Virement Maeliss,-50.00€,caché
2022/08/23,LBP,Bellevue Kebab (centre com),-15.00€,restau
2022/08/23,LBP,Achat Steam,-4.99€,culture
2022/08/23,LBP,MKM,2.39€,magic,remboursement
2022/08/22,LBP,Magasin U,-85.32€,bouffe
2022/08/22,LBP,Roast It,-23.94€,restau
2022/08/22,LBP,Achat Steam,-19.79€,culture
2022/08/22,LBP,Commission paiement par carte,-0.28€,banque
2022/08/22,LBP,Subscribe Star,-12.38€,abonnement
2022/08/22,LBP,Commission paiement par carte,-0.14€,banque
2022/08/22,LBP,Subscribe Star,-6.20€,abonnement
2022/08/22,LBP,Commission paiement par carte,-0.14€,banque
2022/08/22,LBP,Subscribe Star,-6.20€,abonnement
2022/08/19,LBP,Ti Coop,-13.77€,bouffe
2022/08/18,LBP,Ludik Addict (cadeau Luke),-33.50€,cadeau
2022/08/17,LBP,Croc Jeux(cadeau Luke),-10.00€,cadeau
2022/08/17,LBP,Croc Jeux,-9.50€,magic
2022/08/17,LBP,La poste,-16.50€,matériel
2022/08/16,LBP,Virement Maeliss,-120.00€,caché
2022/08/16,LBP,Virement Maeliss,-300.00€,caché
2022/08/16,LBP,Bouygues Telecom,-12.99€,abonnement
2022/08/16,LBP,Carrefour,-75.65€,bouffe
2022/08/16,LBP,Comiteo (CE) : cinéma,-28.20€,sortie
2022/08/16,LBP,MKM,7.42€,magic,remboursement
2022/08/12,LBP,La poste mobile,-9.99€,abonnement
2022/08/12,LBP,Carrefour,-95.62€,bouffe
2022/08/12,LBP,Paypal : Thomann 4X Sampler,-48.25€,culture
2022/08/11,LBP,Virement aux parents maeliss pour assurrance,-52.00€,abonnement
2022/08/10,LBP,Géant,-55.34€,bouffe
2022/08/09,LBP,Ti Coop,-65.85€,bouffe
2022/08/09,LBP,Bureau Vallée,-4.49€,matériel
2022/08/08,LBP,Virement Mika,-50.00€,caché
2022/08/08,LBP,Virement à Kevin B.,-200.00€,autre
2022/08/08,LBP,MKM (Magic),-57.40€,magic
2022/08/08,LBP,Amnesty International,-7.00€,don
2022/08/08,LBP,Pizzeria Pozzi,-14.00€,restau
2022/08/05,LBP,Loyer (Mme Calvarin),-409.21€,loyer
2022/08/05,LBP,Virement Mika,-100.00€,caché
2022/08/05,LBP,Total Energie,-13.00€,abonnement
2022/08/05,LBP,Magasin U,-71.66€,bouffe
2022/08/05,LBP,Paiement Kevin,200.00€,autre,remboursement
2022/08/04,LBP,MKM (Magic),-11.49€,magic
2022/08/04,LBP,Machine à café Arkéa,-0.30€,bouffe
2022/08/04,LBP,Machine à café Arkéa,-0.30€,bouffe
2022/08/03,LBP,Intermarché,-32.07€,bouffe
2022/08/03,LBP,Machine à café Arkéa,-1.00€,bouffe
2022/08/02,LBP,Ti Coop,-54.66€,bouffe
2022/08/02,LBP,Arkéa,-50.00€,bouffe
2022/08/02,LBP,Bureau Vallée,-2.38€,matériel
2022/08/01,LBP,EDF,-0.48€,abonnement
2022/08/01,LBP,Paypal : Netflix,-8.99€,abonnement
2022/08/01,LBP,Virement Mika,1800.00€,caché
