Date,Banque,Libellé,Montant,Tag,Type
"2025""/06/""30",CMB,PayPal: marvel snap,-34.99€,snap
"2025""/06/""27",CMB,Vers compte commun,-1000.00€,caché
"2025""/06/""27",CMB,Salaire Arkea,2509.99€,salaire
"2025""/06/""26",CMB,PayPal: altered,-98.00€,culture
"2025""/06/""26",CMB,Wero Elie B (accrobranche),-20.00€,sortie
"2025""/06/""26",CMB,Medi: cadeaux azenor dilan,60.00€,cadeau,remboursement
"2025""/06/""24",CMB,PayPal: marvel snap,-5.99€,snap
"2025""/06/""24",CMB,PayPal: marvel snap,-5.99€,snap
"2025""/06/""24",CMB,PayPal: marvel snap,-27.99€,snap
"2025""/06/""23",CMB,PayPal: Deliveroo,-47.38€,fast-food
"2025""/06/""19",CMB,PayPal: chess.com,-124.99€,autres
"2025""/06/""18",CMB,Mensualité appel de fond Syndic,-207.05€,loyer
"2025""/06/""16",CMB,PayPal: altered,-9.53€,culture
"2025""/06/""16",CMB,Basic Fit,-19.99€,sport
"2025""/06/""07",CMB,Cotisation eurocompte,-5.04€,banque
"2025""/06/""09",CMB,PayPal: Hellofresh,-96.72€,bouffe
"2025""/06/""09",CMB,PayPal: Hellofresh,-96.72€,bouffe
"2025""/06/""09",CMB,Virement Medi à check,30.00€,TODO : Check catégorie,remboursement
"2025""/06/""05",CMB,Forever : Assurance prêt,-27.10€,loyer
"2025""/06/""05",CMB,PayPal: marvel snap,-10.99€,snap
"2025""/06/""05",CMB,Assurance habitation,-16.64€,loyer
"2025""/06/""05",CMB,Virement Steph: remboursement brioches ?,17.20€,bouffe,remboursement
"2025""/06/""05",CMB,Echeance prêt principal,-496.79€,loyer
"2025""/06/""05",CMB,Echeance prêt taux zéro,-123.62€,loyer
"2025""/06/""04",CMB,Giffard,-52.40€,bouffe
"2025""/06/""02",CMB,Virement Medi (je sais pu pk ?),25.00€,autre,remboursement
"2025""/06/""01",CMB,Vers compte commun,-1500.00€,caché
"2025""/06/""01",CMB,Mensualité appel de fond Syndic,-89.20€,loyer
